,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type,TP
9774, ,16:44,IC2029,Hamburg-Altona 15:30-Hamburg Dammtor 15:38-Hamburg Hbf 15:46-Hamburg-Harburg 15:57-Bremen Hbf 16:41,8000050.0,arr,Hamburg-Altona,7,16:41,20.06.19,Bremen%238000050,3,I,16
9775, ,16:44,IC2258,Hannover Hbf 15:45-Bremen Hbf 16:44,8000050.0,arr,Hannover Hbf,6,16:44,20.06.19,Bremen%238000050,0,I,16
9782, ,,IC2433,Bremen Hbf 16:09-Verden(Aller) 16:28-Nienburg(Weser) 16:44-Hannover Hbf 17:13-Braunschweig Hbf 18:08-Helmstedt 18:30-Magdeburg Hbf 18:57-Dessau Hbf 19:43-Bitterfeld 20:01-Halle(Saale)Hbf 20:20-Leipzig/Halle Flughafen 20:35-Leipzig Hbf 20:49,8000050.0,dep,Leipzig Hbf,1,16:09,20.06.19,Bremen%238000050,0,I,16
9787, Grund: Personen im Gleis,16:33,IC2218,Bremen Hbf 16:19-Hamburg-Harburg 17:02-Hamburg Hbf 17:14-Hamburg Dammtor 17:20-Hamburg-Altona 17:29,8000050.0,dep,Hamburg-Altona,10,16:19,20.06.19,Bremen%238000050,14,I,16
9796, ,16:48,IC2029,Bremen Hbf 16:44-Osnabrück Hbf 17:35-Münster(Westf)Hbf 18:00-Dortmund Hbf 18:36-Wuppertal Hbf 19:12-Solingen Hbf 19:26-Köln Hbf 19:46-Bonn Hbf 20:12-Koblenz Hbf 20:46-Bingen(Rhein) Hbf 21:21-Mainz Hbf 21:42-Frankfurt(M) Flughafen Fernbf 21:59-Frankfurt(Main)Hbf 22:13-Hanau Hbf 22:36-Aschaffenburg Hbf 22:51-Würzburg Hbf 23:44-Fürth(Bay)Hbf 00:33-Nürnberg Hbf 00:44,8000050.0,dep,Nürnberg Hbf,7,16:44,20.06.19,Bremen%238000050,4,I,16
9875, Grund: Personen im Gleis,16:32,IC2218,Bremen Hbf 16:19-Hamburg-Harburg 17:02-Hamburg Hbf 17:14-Hamburg Dammtor 17:20-Hamburg-Altona 17:29,8000050.0,dep,Hamburg-Altona,10,16:19,20.06.19,Bremen%238000050,13,I,16
9897, Grund: Personen im Gleis,16:28,IC2218,Stuttgart Hbf 09:37-Vaihingen(Enz) 09:55-Heidelberg Hbf 10:25-Mannheim Hbf 10:39-Mainz Hbf 11:20-Koblenz Hbf 12:13-Bonn Hbf 12:46-Köln Hbf 13:09-Düsseldorf Hbf 13:32-Duisburg Hbf 13:46-Essen Hbf 14:00-Gelsenkirchen Hbf 14:13-Münster(Westf)Hbf 14:57-Osnabrück Hbf 15:23-Bremen Hbf 16:16Bremen Hbf: Information. Weitere Informationen,8000050.0,arr,Stuttgart Hbf,10,16:16,20.06.19,Bremen%238000050,12,I,16
10095, Grund: Personen im Gleis,16:31,IC2218,Bremen Hbf 16:19-Hamburg-Harburg 17:02-Hamburg Hbf 17:14-Hamburg Dammtor 17:20-Hamburg-Altona 17:29,8000050.0,dep,Hamburg-Altona,10,16:19,20.06.19,Bremen%238000050,12,I,16
10117, ,,IC2218,Stuttgart Hbf 09:37-Vaihingen(Enz) 09:55-Heidelberg Hbf 10:25-Mannheim Hbf 10:39-Mainz Hbf 11:20-Koblenz Hbf 12:13-Bonn Hbf 12:46-Köln Hbf 13:09-Düsseldorf Hbf 13:32-Duisburg Hbf 13:46-Essen Hbf 14:00-Gelsenkirchen Hbf 14:13-Münster(Westf)Hbf 14:57-Osnabrück Hbf 15:23-Bremen Hbf 16:16,8000050.0,arr,Stuttgart Hbf,10,16:16,20.06.19,Bremen%238000050,0,I,16
10126, ,16:45,IC2029,Hamburg-Altona 15:30-Hamburg Dammtor 15:38-Hamburg Hbf 15:46-Hamburg-Harburg 15:57-Bremen Hbf 16:41,8000050.0,arr,Hamburg-Altona,7,16:41,20.06.19,Bremen%238000050,4,I,16
10271, ,,IC2218,Bremen Hbf 16:19-Hamburg-Harburg 17:02-Hamburg Hbf 17:14-Hamburg Dammtor 17:20-Hamburg-Altona 17:29,8000050.0,dep,Hamburg-Altona,10,16:19,20.06.19,Bremen%238000050,0,I,16
10435, ,16:46,IC2258,Hannover Hbf 15:45-Bremen Hbf 16:44,8000050.0,arr,Hannover Hbf,6,16:44,20.06.19,Bremen%238000050,2,I,16
10874, ,,IC2029,Hamburg-Altona 15:30-Hamburg Dammtor 15:38-Hamburg Hbf 15:46-Hamburg-Harburg 15:57-Bremen Hbf 16:41,8000050.0,arr,Hamburg-Altona,7,16:41,20.06.19,Bremen%238000050,0,I,16
10919, ,,IC2258,Hannover Hbf 15:45-Bremen Hbf 16:44,8000050.0,arr,Hannover Hbf,6,16:44,20.06.19,Bremen%238000050,0,I,16
11028, ,,IC2029,Bremen Hbf 16:44-Osnabrück Hbf 17:35-Münster(Westf)Hbf 18:00-Dortmund Hbf 18:36-Wuppertal Hbf 19:12-Solingen Hbf 19:26-Köln Hbf 19:46-Bonn Hbf 20:12-Koblenz Hbf 20:46-Bingen(Rhein) Hbf 21:21-Mainz Hbf 21:42-Frankfurt(M) Flughafen Fernbf 21:59-Frankfurt(Main)Hbf 22:13-Hanau Hbf 22:36-Aschaffenburg Hbf 22:51-Würzburg Hbf 23:44-Fürth(Bay)Hbf 00:33-Nürnberg Hbf 00:44,8000050.0,dep,Nürnberg Hbf,7,16:44,20.06.19,Bremen%238000050,0,I,16
11183, Grund: Technische Störung an einem anderen Zug@@Gleiswechsel,16:54,IC2258,Hannover Hbf 15:45-Bremen Hbf 16:44,8000050.0,arr,Hannover Hbf,5,16:44,20.06.19,Bremen%238000050,10,I,16
12405, Grund: Personen im Gleis,17:30,IC2024,Passau Hbf 07:17-Plattling 07:51-Straubing 08:05-Regensburg Hbf 08:27-Nürnberg Hbf 09:30-Würzburg Hbf 10:24-Hanau Hbf 11:17-Frankfurt(Main)Hbf 11:42-Frankfurt(M) Flughafen Fernbf 11:58-Mainz Hbf 12:20-Koblenz Hbf 13:13-Bonn Hbf 13:46-Köln Hbf 14:09-Solingen Hbf 14:29-Wuppertal Hbf 14:43-Hagen Hbf 15:01-Dortmund Hbf 15:24-Münster(Westf)Hbf 15:59-Osnabrück Hbf 16:25-Bremen Hbf 17:16,8000050.0,arr,Passau Hbf,10,17:16,20.06.19,Bremen%238000050,14,I,17
12414, Grund: Warten auf weitere Wagen,17:54,IC2315,Westerland(Sylt) 13:26-Niebüll 14:13-Husum 14:42-Heide(Holst) 15:08-Itzehoe 15:55-Hamburg Dammtor 16:39-Hamburg Hbf 16:46-Hamburg-Harburg 16:57-Bremen Hbf 17:41,8000050.0,arr,Westerland(Sylt),8,17:41,20.06.19,Bremen%238000050,13,I,17
12416, ,17:50,IC2036,Leipzig Hbf 13:12-Leipzig/Halle Flughafen 13:24-Halle(Saale)Hbf 13:36-Bitterfeld 13:57-Dessau Hbf 14:15-Magdeburg Hbf 15:00-Helmstedt 15:26-Braunschweig Hbf 15:49-Hannover Hbf 16:45-Nienburg(Weser) 17:13-Verden(Aller) 17:30-Bremen Hbf 17:50,8000050.0,arr,Leipzig Hbf,3,17:50,20.06.19,Bremen%238000050,0,I,17
12424, ,,IC2243,Bremen Hbf 17:15-Hannover Hbf 18:13,8000050.0,dep,Hannover Hbf,6,17:15,20.06.19,Bremen%238000050,0,I,17
12427, Grund: Personen im Gleis,17:33,IC2024,Bremen Hbf 17:19-Hamburg-Harburg 18:02-Hamburg Hbf 18:14-Hamburg Dammtor 18:20-Hamburg-Altona 18:29,8000050.0,dep,Hamburg-Altona,10,17:19,20.06.19,Bremen%238000050,14,I,17
12436, Grund: Warten auf weitere Wagen,17:58,IC2315,Bremen Hbf 17:44-Osnabrück Hbf 18:35-Münster(Westf)Hbf 19:00-Gelsenkirchen Hbf 19:35-Essen Hbf 19:51-Duisburg Hbf 20:11-Düsseldorf Hbf 20:25-Köln Hbf 20:50-Bonn Hbf 21:12-Koblenz Hbf 21:46-Mainz Hbf 22:39-Frankfurt(M) Flughafen Fernbf 22:59-Frankfurt(Main)Hbf 23:12,8000050.0,dep,Frankfurt(Main)Hbf,8,17:44,20.06.19,Bremen%238000050,14,I,17
12439, ,17:53,IC2036,Bremen Hbf 17:53-Delmenhorst 18:02-Hude 18:12-Oldenburg(Oldb) 18:23-Bad Zwischenahn 18:43-Westerstede-Ocholt 18:50-Augustfehn 18:58-Leer(Ostfriesl) 19:14-Emden Hbf 19:38-Marienhafe 19:57-Norden 20:06-Norddeich 20:14-Norddeich Mole 20:20,8000050.0,dep,Norddeich Mole,3,17:53,20.06.19,Bremen%238000050,0,I,17
12449, Grund: Personen im Gleis,17:29,IC2024,Passau Hbf 07:17-Plattling 07:51-Straubing 08:05-Regensburg Hbf 08:27-Nürnberg Hbf 09:30-Würzburg Hbf 10:24-Hanau Hbf 11:17-Frankfurt(Main)Hbf 11:42-Frankfurt(M) Flughafen Fernbf 11:58-Mainz Hbf 12:20-Koblenz Hbf 13:13-Bonn Hbf 13:46-Köln Hbf 14:09-Solingen Hbf 14:29-Wuppertal Hbf 14:43-Hagen Hbf 15:01-Dortmund Hbf 15:24-Münster(Westf)Hbf 15:59-Osnabrück Hbf 16:25-Bremen Hbf 17:16,8000050.0,arr,Passau Hbf,10,17:16,20.06.19,Bremen%238000050,13,I,17
12559, Grund: Personen im Gleis,17:32,IC2024,Bremen Hbf 17:19-Hamburg-Harburg 18:02-Hamburg Hbf 18:14-Hamburg Dammtor 18:20-Hamburg-Altona 18:29,8000050.0,dep,Hamburg-Altona,10,17:19,20.06.19,Bremen%238000050,13,I,17
12757, ,,IC2024,Passau Hbf 07:17-Plattling 07:51-Straubing 08:05-Regensburg Hbf 08:27-Nürnberg Hbf 09:30-Würzburg Hbf 10:24-Hanau Hbf 11:17-Frankfurt(Main)Hbf 11:42-Frankfurt(M) Flughafen Fernbf 11:58-Mainz Hbf 12:20-Koblenz Hbf 13:13-Bonn Hbf 13:46-Köln Hbf 14:09-Solingen Hbf 14:29-Wuppertal Hbf 14:43-Hagen Hbf 15:01-Dortmund Hbf 15:24-Münster(Westf)Hbf 15:59-Osnabrück Hbf 16:25-Bremen Hbf 17:16,8000050.0,arr,Passau Hbf,10,17:16,20.06.19,Bremen%238000050,0,I,17
12911, ,,IC2024,Bremen Hbf 17:19-Hamburg-Harburg 18:02-Hamburg Hbf 18:14-Hamburg Dammtor 18:20-Hamburg-Altona 18:29,8000050.0,dep,Hamburg-Altona,10,17:19,20.06.19,Bremen%238000050,0,I,17
12920, Grund: Warten auf weitere Wagen,17:57,IC2315,Bremen Hbf 17:44-Osnabrück Hbf 18:35-Münster(Westf)Hbf 19:00-Gelsenkirchen Hbf 19:35-Essen Hbf 19:51-Duisburg Hbf 20:11-Düsseldorf Hbf 20:25-Köln Hbf 20:50-Bonn Hbf 21:12-Koblenz Hbf 21:46-Mainz Hbf 22:39-Frankfurt(M) Flughafen Fernbf 22:59-Frankfurt(Main)Hbf 23:12,8000050.0,dep,Frankfurt(Main)Hbf,8,17:44,20.06.19,Bremen%238000050,13,I,17
13030, Grund: Warten auf weitere Wagen,17:55,IC2315,Westerland(Sylt) 13:26-Niebüll 14:13-Husum 14:42-Heide(Holst) 15:08-Itzehoe 15:55-Hamburg Dammtor 16:39-Hamburg Hbf 16:46-Hamburg-Harburg 16:57-Bremen Hbf 17:41,8000050.0,arr,Westerland(Sylt),8,17:41,20.06.19,Bremen%238000050,14,I,17
13206, Grund: Warten auf weitere Wagen,17:56,IC2315,Westerland(Sylt) 13:26-Niebüll 14:13-Husum 14:42-Heide(Holst) 15:08-Itzehoe 15:55-Hamburg Dammtor 16:39-Hamburg Hbf 16:46-Hamburg-Harburg 16:57-Bremen Hbf 17:41,8000050.0,arr,Westerland(Sylt),8,17:41,20.06.19,Bremen%238000050,15,I,17
13228, Grund: Warten auf weitere Wagen,17:59,IC2315,Bremen Hbf 17:44-Osnabrück Hbf 18:35-Münster(Westf)Hbf 19:00-Gelsenkirchen Hbf 19:35-Essen Hbf 19:51-Duisburg Hbf 20:11-Düsseldorf Hbf 20:25-Köln Hbf 20:50-Bonn Hbf 21:12-Koblenz Hbf 21:46-Mainz Hbf 22:39-Frankfurt(M) Flughafen Fernbf 22:59-Frankfurt(Main)Hbf 23:12,8000050.0,dep,Frankfurt(Main)Hbf,8,17:44,20.06.19,Bremen%238000050,15,I,17
13692, ,,IC2036,Leipzig Hbf 13:12-Leipzig/Halle Flughafen 13:24-Halle(Saale)Hbf 13:36-Bitterfeld 13:57-Dessau Hbf 14:15-Magdeburg Hbf 15:00-Helmstedt 15:26-Braunschweig Hbf 15:49-Hannover Hbf 16:45-Nienburg(Weser) 17:13-Verden(Aller) 17:30-Bremen Hbf 17:50,8000050.0,arr,Leipzig Hbf,3,17:50,20.06.19,Bremen%238000050,0,I,17
13847, ,,IC2036,Bremen Hbf 17:53-Delmenhorst 18:02-Hude 18:12-Oldenburg(Oldb) 18:23-Bad Zwischenahn 18:43-Westerstede-Ocholt 18:50-Augustfehn 18:58-Leer(Ostfriesl) 19:14-Emden Hbf 19:38-Marienhafe 19:57-Norden 20:06-Norddeich 20:14-Norddeich Mole 20:20,8000050.0,dep,Norddeich Mole,3,17:53,20.06.19,Bremen%238000050,0,I,17
13910, ,,IC2315,Westerland(Sylt) 13:26-Niebüll 14:13-Husum 14:42-Heide(Holst) 15:08-Itzehoe 15:55-Hamburg Dammtor 16:39-Hamburg Hbf 16:46-Hamburg-Harburg 16:57-Bremen Hbf 17:41,8000050.0,arr,Westerland(Sylt),8,17:41,20.06.19,Bremen%238000050,0,I,17
14020, ,,IC2315,Bremen Hbf 17:44-Osnabrück Hbf 18:35-Münster(Westf)Hbf 19:00-Gelsenkirchen Hbf 19:35-Essen Hbf 19:51-Duisburg Hbf 20:11-Düsseldorf Hbf 20:25-Köln Hbf 20:50-Bonn Hbf 21:12-Koblenz Hbf 21:46-Mainz Hbf 22:39-Frankfurt(M) Flughafen Fernbf 22:59-Frankfurt(Main)Hbf 23:12,8000050.0,dep,Frankfurt(Main)Hbf,8,17:44,20.06.19,Bremen%238000050,0,I,17
15042, ,,IC2435,Norddeich Mole 15:37-Norddeich 15:40-Norden 15:47-Marienhafe 15:58-Emden Hbf 16:16-Leer(Ostfriesl) 16:41-Augustfehn 16:59-Westerstede-Ocholt 17:06-Bad Zwischenahn 17:13-Oldenburg(Oldb) 17:35-Hude 17:45-Delmenhorst 17:54-Bremen Hbf 18:05,8000050.0,arr,Norddeich Mole,1,18:05,20.06.19,Bremen%238000050,0,I,18
15046, ,,IC2312,Stuttgart Hbf 11:37-Vaihingen(Enz) 11:56-Heidelberg Hbf 12:25-Mannheim Hbf 12:39-Mainz Hbf 13:20-Koblenz Hbf 14:13-Bonn Hbf 14:46-Köln Hbf 15:10-Düsseldorf Hbf 15:33-Duisburg Hbf 15:46-Essen Hbf 16:00-Gelsenkirchen Hbf 16:13-Münster(Westf)Hbf 16:57-Osnabrück Hbf 17:23-Bremen Hbf 18:16,8000050.0,arr,Stuttgart Hbf,10,18:16,20.06.19,Bremen%238000050,0,I,18
15055, ,18:45,IC2221,Lübeck Hbf 16:37-Hamburg Hbf 17:46-Hamburg-Harburg 17:58-Bremen Hbf 18:41,8000050.0,arr,Lübeck Hbf,7,18:41,20.06.19,Bremen%238000050,4,I,18
15056, ,18:51,IC2256,Hannover Hbf 17:45-Bremen Hbf 18:44,8000050.0,arr,Hannover Hbf,6,18:44,20.06.19,Bremen%238000050,7,I,18
15058, ,18:46,IC2411,Fehmarn-Burg 15:10-Oldenburg(Holst) 15:34-Sierksdorf 15:56-Haffkrug 16:01-Scharbeutz 16:08-Timmendorfer Strand 16:16-Lübeck Hbf 17:03-Hamburg-Harburg 17:53-Bremen Hbf 18:46,8000050.0,arr,Fehmarn-Burg,10,18:46,20.06.19,Bremen%238000050,0,I,18
15064, ,,IC2435,Bremen Hbf 18:09-Verden(Aller) 18:28-Nienburg(Weser) 18:44-Hannover Hbf 19:13-Braunschweig Hbf 20:08-Helmstedt 20:30-Magdeburg Hbf 20:57-Dessau Hbf 21:44-Bitterfeld 22:01-Halle(Saale)Hbf 22:19-Leipzig/Halle Flughafen 22:30-Leipzig Hbf 22:45,8000050.0,dep,Leipzig Hbf,1,18:09,20.06.19,Bremen%238000050,0,I,18
15068, ,,IC2312,Bremen Hbf 18:19-Hamburg-Harburg 19:02-Hamburg Hbf 19:14-Hamburg Dammtor 19:20-Hamburg-Altona 19:29,8000050.0,dep,Hamburg-Altona,10,18:19,20.06.19,Bremen%238000050,0,I,18
15076, ,18:49,IC2221,Bremen Hbf 18:44-Osnabrück Hbf 19:35-Münster(Westf)Hbf 20:00-Gelsenkirchen Hbf 20:38-Essen Hbf 20:51-Duisburg Hbf 21:11-Düsseldorf Hbf 21:25-Köln Hbf 21:50-Bonn Hbf 22:12-Koblenz Hbf 22:46-Mainz Hbf 23:39-Frankfurt(M) Flughafen Fernbf 23:59-Frankfurt(Main)Hbf 00:13,8000050.0,dep,Frankfurt(Main)Hbf,7,18:44,20.06.19,Bremen%238000050,5,I,18
15079, ,18:56,IC2411,Bremen Hbf 18:52-Recklinghausen Hbf 20:36-Wanne-Eickel Hbf 20:45-Gelsenkirchen Hbf 20:51-Essen Hbf 21:03-Duisburg Hbf 21:16-Düsseldorf Hbf 21:30-Köln Hbf 21:58,8000050.0,dep,Köln Hbf,10,18:52,20.06.19,Bremen%238000050,4,I,18
15121, ,18:48,IC2221,Bremen Hbf 18:44-Osnabrück Hbf 19:35-Münster(Westf)Hbf 20:00-Gelsenkirchen Hbf 20:38-Essen Hbf 20:51-Duisburg Hbf 21:11-Düsseldorf Hbf 21:25-Köln Hbf 21:50-Bonn Hbf 22:12-Koblenz Hbf 22:46-Mainz Hbf 23:39-Frankfurt(M) Flughafen Fernbf 23:59-Frankfurt(Main)Hbf 00:13,8000050.0,dep,Frankfurt(Main)Hbf,7,18:44,20.06.19,Bremen%238000050,4,I,18
15124, ,18:55,IC2411,Bremen Hbf 18:52-Recklinghausen Hbf 20:36-Wanne-Eickel Hbf 20:45-Gelsenkirchen Hbf 20:51-Essen Hbf 21:03-Duisburg Hbf 21:16-Düsseldorf Hbf 21:30-Köln Hbf 21:58,8000050.0,dep,Köln Hbf,10,18:52,20.06.19,Bremen%238000050,3,I,18
15956, ,18:50,IC2256,Hannover Hbf 17:45-Bremen Hbf 18:44,8000050.0,arr,Hannover Hbf,6,18:44,20.06.19,Bremen%238000050,6,I,18
16045, ,,IC2221,Lübeck Hbf 16:37-Hamburg Hbf 17:46-Hamburg-Harburg 17:58-Bremen Hbf 18:41,8000050.0,arr,Lübeck Hbf,7,18:41,20.06.19,Bremen%238000050,0,I,18
16093, ,,IC2411,Fehmarn-Burg 15:10-Oldenburg(Holst) 15:34-Sierksdorf 15:56-Haffkrug 16:01-Scharbeutz 16:08-Timmendorfer Strand 16:16-Lübeck Hbf 17:03-Hamburg-Harburg 17:53-Bremen Hbf 18:46,8000050.0,arr,Fehmarn-Burg,10,18:46,20.06.19,Bremen%238000050,0,I,18
16201, ,,IC2221,Bremen Hbf 18:44-Osnabrück Hbf 19:35-Münster(Westf)Hbf 20:00-Gelsenkirchen Hbf 20:38-Essen Hbf 20:51-Duisburg Hbf 21:11-Düsseldorf Hbf 21:25-Köln Hbf 21:50-Bonn Hbf 22:12-Koblenz Hbf 22:46-Mainz Hbf 23:39-Frankfurt(M) Flughafen Fernbf 23:59-Frankfurt(Main)Hbf 00:13,8000050.0,dep,Frankfurt(Main)Hbf,7,18:44,20.06.19,Bremen%238000050,0,I,18
16271, ,,IC2256,Hannover Hbf 17:45-Bremen Hbf 18:44,8000050.0,arr,Hannover Hbf,6,18:44,20.06.19,Bremen%238000050,0,I,18
16429, ,,IC2411,Bremen Hbf 18:52-Recklinghausen Hbf 20:36-Wanne-Eickel Hbf 20:45-Gelsenkirchen Hbf 20:51-Essen Hbf 21:03-Duisburg Hbf 21:16-Düsseldorf Hbf 21:30-Köln Hbf 21:58,8000050.0,dep,Köln Hbf,10,18:52,20.06.19,Bremen%238000050,0,I,18
17497, ,,IC2026,Frankfurt(Main)Hbf 13:44-Frankfurt(M) Flughafen Fernbf 13:58-Mainz Hbf 14:20-Koblenz Hbf 15:13-Bonn Hbf 15:46-Köln Hbf 16:09-Solingen Hbf 16:29-Wuppertal Hbf 16:43-Hagen Hbf 17:02-Münster(Westf)Hbf 17:59-Osnabrück Hbf 18:25-Bremen Hbf 19:16,8000050.0,arr,Frankfurt(Main)Hbf,10,19:16,20.06.19,Bremen%238000050,0,I,19
17508, Grund: Signalstörung,19:54,IC2307,Hamburg-Altona 18:30-Hamburg Dammtor 18:39-Hamburg Hbf 18:46-Hamburg-Harburg 18:57-Bremen Hbf 19:41,8000050.0,arr,Hamburg-Altona,8,19:41,20.06.19,Bremen%238000050,13,I,19
17510, Grund: Technische Störung am Zug,19:55,IC2034,Leipzig Hbf 15:12-Leipzig/Halle Flughafen 15:24-Halle(Saale)Hbf 15:36-Bitterfeld 15:57-Dessau Hbf 16:15-Magdeburg Hbf 17:00-Helmstedt 17:26-Braunschweig Hbf 17:49-Hannover Hbf 18:45-Nienburg(Weser) 19:13-Verden(Aller) 19:30-Bremen Hbf 19:50,8000050.0,arr,Leipzig Hbf,3,19:50,20.06.19,Bremen%238000050,5,I,19
17586, ,,IC2245,Bremen Hbf 19:15-Hannover Hbf 20:13,8000050.0,dep,Hannover Hbf,6,19:15,20.06.19,Bremen%238000050,0,I,19
17589, ,,IC2026,Bremen Hbf 19:19-Hamburg-Harburg 20:02-Hamburg Hbf 20:14-Hamburg Dammtor 20:20-Hamburg-Altona 20:29,8000050.0,dep,Hamburg-Altona,10,19:19,20.06.19,Bremen%238000050,0,I,19
17597, Grund: Signalstörung,19:57,IC2307,Bremen Hbf 19:44-Osnabrück Hbf 20:35-Münster(Westf)Hbf 21:00-Gelsenkirchen Hbf 21:47-Essen Hbf 21:58-Duisburg Hbf 22:11-Düsseldorf Hbf 22:25-Köln Hbf 22:50-Bonn Hbf 23:12-Remagen 23:26-Andernach 23:39-Koblenz Hbf 23:54,8000050.0,dep,Koblenz Hbf,8,19:44,20.06.19,Bremen%238000050,13,I,19
17599, Grund: Technische Störung am Zug,19:58,IC2034,Bremen Hbf 19:53-Delmenhorst 20:02-Hude 20:12-Oldenburg(Oldb) 20:23-Bad Zwischenahn 20:43-Westerstede-Ocholt 20:50-Augustfehn 20:58-Leer(Ostfriesl) 21:14-Emden Hbf 21:38-Marienhafe 21:57-Norden 22:06-Norddeich 22:14,8000050.0,dep,Norddeich,3,19:53,20.06.19,Bremen%238000050,5,I,19
17642, Grund: Technische Störung am Zug,19:57,IC2034,Bremen Hbf 19:53-Delmenhorst 20:02-Hude 20:12-Oldenburg(Oldb) 20:23-Bad Zwischenahn 20:43-Westerstede-Ocholt 20:50-Augustfehn 20:58-Leer(Ostfriesl) 21:14-Emden Hbf 21:38-Marienhafe 21:57-Norden 22:06-Norddeich 22:14,8000050.0,dep,Norddeich,3,19:53,20.06.19,Bremen%238000050,4,I,19
17792, Grund: Signalstörung,19:55,IC2307,Hamburg-Altona 18:30-Hamburg Dammtor 18:39-Hamburg Hbf 18:46-Hamburg-Harburg 18:57-Bremen Hbf 19:41,8000050.0,arr,Hamburg-Altona,8,19:41,20.06.19,Bremen%238000050,14,I,19
17812, Grund: Signalstörung,19:58,IC2307,Bremen Hbf 19:44-Osnabrück Hbf 20:35-Münster(Westf)Hbf 21:00-Gelsenkirchen Hbf 21:47-Essen Hbf 21:58-Duisburg Hbf 22:11-Düsseldorf Hbf 22:25-Köln Hbf 22:50-Bonn Hbf 23:12-Remagen 23:26-Andernach 23:39-Koblenz Hbf 23:54,8000050.0,dep,Koblenz Hbf,8,19:44,20.06.19,Bremen%238000050,14,I,19
17880, Grund: Technische Untersuchung am Zug,20:04,IC2034,Leipzig Hbf 15:12-Leipzig/Halle Flughafen 15:24-Halle(Saale)Hbf 15:36-Bitterfeld 15:57-Dessau Hbf 16:15-Magdeburg Hbf 17:00-Helmstedt 17:26-Braunschweig Hbf 17:49-Hannover Hbf 18:45-Nienburg(Weser) 19:13-Verden(Aller) 19:30-Bremen Hbf 19:50,8000050.0,arr,Leipzig Hbf,3,19:50,20.06.19,Bremen%238000050,14,I,19
17900, Grund: Technische Untersuchung am Zug,20:07,IC2034,Bremen Hbf 19:53-Delmenhorst 20:02-Hude 20:12-Oldenburg(Oldb) 20:23-Bad Zwischenahn 20:43-Westerstede-Ocholt 20:50-Augustfehn 20:58-Leer(Ostfriesl) 21:14-Emden Hbf 21:38-Marienhafe 21:57-Norden 22:06-Norddeich 22:14,8000050.0,dep,Norddeich,3,19:53,20.06.19,Bremen%238000050,14,I,19
18181, Grund: Technische Untersuchung am Zug,20:20,IC2034,Leipzig Hbf 15:12-Leipzig/Halle Flughafen 15:24-Halle(Saale)Hbf 15:36-Bitterfeld 15:57-Dessau Hbf 16:15-Magdeburg Hbf 17:00-Helmstedt 17:26-Braunschweig Hbf 17:49-Hannover Hbf 18:45-Nienburg(Weser) 19:13-Verden(Aller) 19:30-Bremen Hbf 19:50,8000050.0,arr,Leipzig Hbf,3,19:50,20.06.19,Bremen%238000050,30,I,19
18201, Grund: Technische Untersuchung am Zug,20:23,IC2034,Bremen Hbf 19:53-Delmenhorst 20:02-Hude 20:12-Oldenburg(Oldb) 20:23-Bad Zwischenahn 20:43-Westerstede-Ocholt 20:50-Augustfehn 20:58-Leer(Ostfriesl) 21:14-Emden Hbf 21:38-Marienhafe 21:57-Norden 22:06-Norddeich 22:14,8000050.0,dep,Norddeich,3,19:53,20.06.19,Bremen%238000050,30,I,19
18437, ,,IC2307,Hamburg-Altona 18:30-Hamburg Dammtor 18:39-Hamburg Hbf 18:46-Hamburg-Harburg 18:57-Bremen Hbf 19:41,8000050.0,arr,Hamburg-Altona,8,19:41,20.06.19,Bremen%238000050,0,I,19
18586, ,,IC2307,Bremen Hbf 19:44-Osnabrück Hbf 20:35-Münster(Westf)Hbf 21:00-Gelsenkirchen Hbf 21:47-Essen Hbf 21:58-Duisburg Hbf 22:11-Düsseldorf Hbf 22:25-Köln Hbf 22:50-Bonn Hbf 23:12-Remagen 23:26-Andernach 23:39-Koblenz Hbf 23:54,8000050.0,dep,Koblenz Hbf,8,19:44,20.06.19,Bremen%238000050,0,I,19
19041, Grund: Technische Untersuchung am Zug,20:09,IC2034,Leipzig Hbf 15:12-Leipzig/Halle Flughafen 15:24-Halle(Saale)Hbf 15:36-Bitterfeld 15:57-Dessau Hbf 16:15-Magdeburg Hbf 17:00-Helmstedt 17:26-Braunschweig Hbf 17:49-Hannover Hbf 18:45-Nienburg(Weser) 19:13-Verden(Aller) 19:30-Bremen Hbf 19:50,8000050.0,arr,Leipzig Hbf,3,19:50,20.06.19,Bremen%238000050,19,I,19
19061, Grund: Technische Untersuchung am Zug,20:12,IC2034,Bremen Hbf 19:53-Delmenhorst 20:02-Hude 20:12-Oldenburg(Oldb) 20:23-Bad Zwischenahn 20:43-Westerstede-Ocholt 20:50-Augustfehn 20:58-Leer(Ostfriesl) 21:14-Emden Hbf 21:38-Marienhafe 21:57-Norden 22:06-Norddeich 22:14,8000050.0,dep,Norddeich,3,19:53,20.06.19,Bremen%238000050,19,I,19
19084, ,,IC2034,Leipzig Hbf 15:12-Leipzig/Halle Flughafen 15:24-Halle(Saale)Hbf 15:36-Bitterfeld 15:57-Dessau Hbf 16:15-Magdeburg Hbf 17:00-Helmstedt 17:26-Braunschweig Hbf 17:49-Hannover Hbf 18:45-Nienburg(Weser) 19:13-Verden(Aller) 19:30-Bremen Hbf 19:50,8000050.0,arr,Leipzig Hbf,3,19:50,20.06.19,Bremen%238000050,0,I,19
