,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
26031, ,20:28,ICE945,Düsseldorf Hbf 17:51-Düsseldorf Flughafen 17:59-Duisburg Hbf 18:09-Essen Hbf 18:23-Bochum Hbf 18:35-Dortmund Hbf 18:48-Bielefeld Hbf 19:34-Hannover Hbf 20:28,8000152.0,arr,Düsseldorf Hbf,9,20:28,20.06.19,Hannover%238000152,0,ICE
26035, Grund: Technische Störung an der Strecke,21:17,ICE 70,Chur 12:39-Landquart 12:49-Sargans 12:58-Zürich HB 14:00-Basel SBB 15:06-Basel Bad Bf 15:15-Freiburg(Breisgau) Hbf 15:49-Baden-Baden 16:34-Karlsruhe Hbf 16:51-Mannheim Hbf 17:16-Frankfurt(Main)Hbf 17:58-Kassel-Wilhelmshöhe 19:21-Göttingen 19:41-Hannover Hbf 20:34,8000152.0,arr,Chur,8,20:34,20.06.19,Hannover%238000152,43,ICE
26045, Fahrt fällt aus,,ICE 90,Wien Hbf 13:15-Wien Meidling 13:22-St.Pölten Hbf 13:46-Linz Hbf 14:36-Wels Hbf14:47-Passau Hbf (Halt entfällt) 15:37-Plattling (Halt entfällt) 16:04-Regensburg Hbf (Halt entfällt) 16:35-Nürnberg Hbf (Halt entfällt) 17:32-Würzburg Hbf (Halt entfällt) 18:26-Fulda (Halt entfällt) 19:04-Kassel-Wilhelmshöhe (Halt entfällt) 19:39-Hannover Hbf (Halt entfällt) 20:55,8000152.0,arr,Wien Hbf,8,20:55,20.06.19,Hannover%238000152,0,ICE
26046, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:35,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,40,ICE
26047, ,20:58,ICE887,Hamburg-Altona 19:06-Hamburg Dammtor 19:19-Hamburg Hbf 19:27-Hamburg-Harburg 19:39-Lüneburg 19:58-Uelzen 20:16-Celle 20:38-Hannover Hbf 20:58,8000152.0,arr,Hamburg-Altona,4,20:58,20.06.19,Hannover%238000152,0,ICE
26067, ,,ICE552,Berlin Gesundbrunnen 18:35-Berlin Hbf (tief) 18:50-Berlin-Spandau 19:02-Hannover Hbf 20:28,8000152.0,arr,Berlin Gesundbrunnen,12,20:28,20.06.19,Hannover%238000152,0,ICE
26068, ,,ICE945,Düsseldorf Hbf 17:51-Düsseldorf Flughafen 17:59-Duisburg Hbf 18:09-Essen Hbf 18:23-Bochum Hbf 18:35-Dortmund Hbf 18:48-Bielefeld Hbf 19:34-Hannover Hbf 20:28,8000152.0,arr,Düsseldorf Hbf,9,20:28,20.06.19,Hannover%238000152,0,ICE
26072, Grund: Technische Störung an der Strecke,21:18,ICE 70,Chur 12:39-Landquart 12:49-Sargans 12:58-Zürich HB 14:00-Basel SBB 15:06-Basel Bad Bf 15:15-Freiburg(Breisgau) Hbf 15:49-Baden-Baden 16:34-Karlsruhe Hbf 16:51-Mannheim Hbf 17:16-Frankfurt(Main)Hbf 17:58-Kassel-Wilhelmshöhe 19:21-Göttingen 19:41-Hannover Hbf 20:34,8000152.0,arr,Chur,8,20:34,20.06.19,Hannover%238000152,44,ICE
26124, ,,ICE776,Hannover Hbf 20:01-Bremen Hbf 21:03-Oldenburg(Oldb) 21:34,8000152.0,dep,Oldenburg(Oldb),10,20:01,20.06.19,Hannover%238000152,0,ICE
26126, ,,ICE685,Hannover Hbf 20:04-Göttingen 21:00-Kassel-Wilhelmshöhe 21:21-Fulda 21:54-Würzburg Hbf 22:29-Nürnberg Hbf 23:26-Ingolstadt Hbf 00:01-München Hbf 00:43,8000152.0,dep,München Hbf,4,20:04,20.06.19,Hannover%238000152,0,ICE
26137, ,20:31,ICE552,Hannover Hbf 20:31-Bielefeld Hbf 21:24-Hamm(Westf) 21:54-Hagen Hbf 22:23-Wuppertal Hbf 22:41-Köln Hbf 23:12,8000152.0,dep,Köln Hbf,12,20:31,20.06.19,Hannover%238000152,0,ICE
26138, ,20:31,ICE945,Hannover Hbf 20:31-Wolfsburg Hbf 21:03-Stendal 21:31-Berlin-Spandau 22:07-Berlin Hbf (tief) 22:18-Berlin Gesundbrunnen 22:30,8000152.0,dep,Berlin Gesundbrunnen,9,20:31,20.06.19,Hannover%238000152,0,ICE
26143, Grund: Technische Störung an der Strecke,21:22,ICE 70,Hannover Hbf 20:37-Hamburg-Harburg 21:42-Hamburg Hbf 21:54-Hamburg Dammtor 22:01-Hamburg-Altona 22:11,8000152.0,dep,Hamburg-Altona,8,20:37,20.06.19,Hannover%238000152,45,ICE
26155, Fahrt fällt aus,,ICE 90,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,0,ICE
26156, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:38,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,40,ICE
26450, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:45,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,50,ICE
26615, ,,ICE552,Hannover Hbf 20:31-Bielefeld Hbf 21:24-Hamm(Westf) 21:54-Hagen Hbf 22:23-Wuppertal Hbf 22:41-Köln Hbf 23:12,8000152.0,dep,Köln Hbf,12,20:31,20.06.19,Hannover%238000152,0,ICE
26616, ,,ICE945,Hannover Hbf 20:31-Wolfsburg Hbf 21:03-Stendal 21:31-Berlin-Spandau 22:07-Berlin Hbf (tief) 22:18-Berlin Gesundbrunnen 22:30,8000152.0,dep,Berlin Gesundbrunnen,9,20:31,20.06.19,Hannover%238000152,0,ICE
26621, Grund: Technische Störung an der Strecke,21:21,ICE 70,Hannover Hbf 20:37-Hamburg-Harburg 21:42-Hamburg Hbf 21:54-Hamburg Dammtor 22:01-Hamburg-Altona 22:11,8000152.0,dep,Hamburg-Altona,8,20:37,20.06.19,Hannover%238000152,44,ICE
26634, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:48,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,50,ICE
26669, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:51,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,56,ICE
26742, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:54,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,56,ICE
26848, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:52,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,57,ICE
26884, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:55,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,57,ICE
27056, Grund: Technische Störung an der Strecke,21:19,ICE 70,Chur 12:39-Landquart 12:49-Sargans 12:58-Zürich HB 14:00-Basel SBB 15:06-Basel Bad Bf 15:15-Freiburg(Breisgau) Hbf 15:49-Baden-Baden 16:34-Karlsruhe Hbf 16:51-Mannheim Hbf 17:16-Frankfurt(Main)Hbf 17:58-Kassel-Wilhelmshöhe 19:21-Göttingen 19:41-Hannover Hbf 20:34,8000152.0,arr,Chur,8,20:34,20.06.19,Hannover%238000152,45,ICE
27070, Ersatzfahrt für ICE  974,,ICE 2910,Hannover Hbf 19:37-Lüneburg 20:26-Hamburg-Harburg20:45-Hamburg Hbf 20:55-Hamburg Dammtor (Halt entfällt) 21:04-Neumünster (Halt entfällt) 21:51-Kiel Hbf (Halt entfällt) 22:14Kiel Hbf: Störung. Weitere Informationen,8000152.0,dep,Kiel Hbf,7,19:37,20.06.19,Hannover%238000152,0,ICE
27137, ,,ICE 90,Wien Hbf 13:15-Wien Meidling 13:22-St.Pölten Hbf 13:46-Linz Hbf 14:36-Wels Hbf14:47-Passau Hbf (Halt entfällt) 15:37-Plattling (Halt entfällt) 16:04-Regensburg Hbf (Halt entfällt) 16:35-Nürnberg Hbf (Halt entfällt) 17:32-Würzburg Hbf (Halt entfällt) 18:26-Fulda (Halt entfällt) 19:04-Kassel-Wilhelmshöhe (Halt entfällt) 19:39-Hannover Hbf (Halt entfällt) 20:55,8000152.0,arr,Wien Hbf,8,20:55,20.06.19,Hannover%238000152,0,ICE
27213, ,,ICE887,Hamburg-Altona 19:06-Hamburg Dammtor 19:19-Hamburg Hbf 19:27-Hamburg-Harburg 19:39-Lüneburg 19:58-Uelzen 20:16-Celle 20:38-Hannover Hbf 20:58,8000152.0,arr,Hamburg-Altona,4,20:58,20.06.19,Hannover%238000152,0,ICE
27249, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:56,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,61,ICE
27286, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:55,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,60,ICE
27440, ,,ICE685,Hannover Hbf 20:04-Göttingen 21:00-Kassel-Wilhelmshöhe 21:21-Fulda 21:54-Würzburg Hbf 22:29-Nürnberg Hbf 23:26-Ingolstadt Hbf 00:01-München Hbf 00:43Kassel-Wilhelmshöhe: Störung. Weitere Informationen,8000152.0,dep,München Hbf,4,20:04,20.06.19,Hannover%238000152,0,ICE
27469, ,,ICE 90,Hannover Hbf (Halt entfällt) 20:58-Celle (Halt entfällt) 21:17-Uelzen (Halt entfällt) 21:40-Lüneburg (Halt entfällt) 21:56-Hamburg-Harburg (Halt entfällt) 22:15-Hamburg Hbf (Halt entfällt) 22:28-Hamburg Dammtor (Halt entfällt) 22:35-Hamburg-Altona (Halt entfällt) 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,0,ICE
27470, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:58,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,60,ICE
27576, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:54,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,59,ICE
27612, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:57,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,59,ICE
27670, Grund: Technische Störung an der Strecke,21:20,ICE 70,Hannover Hbf 20:37-Hamburg-Harburg 21:42-Hamburg Hbf 21:54-Hamburg Dammtor 22:01-Hamburg-Altona 22:11,8000152.0,dep,Hamburg-Altona,8,20:37,20.06.19,Hannover%238000152,43,ICE
28028, ,,ICE 70,Chur 12:39-Landquart 12:49-Sargans 12:58-Zürich HB 14:00-Basel SBB 15:06-Basel Bad Bf 15:15-Freiburg(Breisgau) Hbf 15:49-Baden-Baden 16:34-Karlsruhe Hbf 16:51-Mannheim Hbf 17:16-Frankfurt(Main)Hbf 17:58-Kassel-Wilhelmshöhe 19:21-Göttingen 19:41-Hannover Hbf 20:34,8000152.0,arr,Chur,8,20:34,20.06.19,Hannover%238000152,0,ICE
28295, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:53,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,58,ICE
28392, ,,ICE 70,Hannover Hbf 20:37-Hamburg-Harburg 21:42-Hamburg Hbf 21:54-Hamburg Dammtor 22:01-Hamburg-Altona 22:11,8000152.0,dep,Hamburg-Altona,8,20:37,20.06.19,Hannover%238000152,0,ICE
28405, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:56,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,58,ICE
28424, ,,ICE655,Köln Hbf 18:48-Wuppertal Hbf 19:16-Hamm(Westf) 20:02-Bielefeld Hbf 20:34-Hannover Hbf 21:28,8000152.0,arr,Köln Hbf,9,21:28,20.06.19,Hannover%238000152,0,ICE
28425, ,,ICE842,Berlin Gesundbrunnen 19:35-Berlin Hbf (tief) 19:49-Berlin-Spandau 20:00-Wolfsburg Hbf 20:53-Hannover Hbf 21:28,8000152.0,arr,Berlin Gesundbrunnen,12,21:28,20.06.19,Hannover%238000152,0,ICE
28437, Grund: Technische Störung an der Strecke,21:57,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,3,ICE
28444, ,,ICE887,Hannover Hbf 21:01-Göttingen 22:00-Kassel-Wilhelmshöhe 22:21-Fulda 22:54-Frankfurt(Main)Hbf 23:52-Frankfurt(M) Flughafen Fernbf 00:24-Mainz Hbf 00:44-Wiesbaden Hbf 00:58Kassel-Wilhelmshöhe: Störung. Weitere Informationen,8000152.0,dep,Wiesbaden Hbf,4,21:01,20.06.19,Hannover%238000152,0,ICE
28455, ,21:34,ICE655,Hannover Hbf 21:31-Berlin-Spandau 22:54-Berlin Hbf (tief) 23:06-Berlin Gesundbrunnen 23:18,8000152.0,dep,Berlin Gesundbrunnen,9,21:31,20.06.19,Hannover%238000152,3,ICE
28456, ,21:33,ICE842,Hannover Hbf 21:31-Bielefeld Hbf 22:24-Hamm(Westf) 22:54-Dortmund Hbf 23:15-Bochum Hbf 23:29-Essen Hbf 23:40-Duisburg Hbf 23:54-Düsseldorf Flughafen 00:04-Düsseldorf Hbf 00:13-Köln Hbf 00:37,8000152.0,dep,Köln Hbf,12,21:31,20.06.19,Hannover%238000152,2,ICE
28476, Grund: Technische Störung an der Strecke,22:02,ICE582,Hannover Hbf 21:59-Celle 22:18-Uelzen 22:40-Lüneburg 22:57-Hamburg-Harburg 23:16-Hamburg Hbf 23:31-Hamburg Dammtor 23:36-Hamburg-Altona 23:45,8000152.0,dep,Hamburg-Altona,8,21:59,20.06.19,Hannover%238000152,3,ICE
28739, Grund: Warten auf freie Einfahrt,21:36,ICE655,Hannover Hbf 21:31-Berlin-Spandau 22:54-Berlin Hbf (tief) 23:06-Berlin Gesundbrunnen 23:18,8000152.0,dep,Berlin Gesundbrunnen,9,21:31,20.06.19,Hannover%238000152,5,ICE
28811, ,,ICE842,Hannover Hbf 21:31-Bielefeld Hbf 22:24-Hamm(Westf) 22:54-Dortmund Hbf 23:15-Bochum Hbf 23:29-Essen Hbf 23:40-Duisburg Hbf 23:54-Düsseldorf Flughafen 00:04-Düsseldorf Hbf 00:13-Köln Hbf 00:37,8000152.0,dep,Köln Hbf,12,21:31,20.06.19,Hannover%238000152,0,ICE
29005, Grund: Technische Störung an der Strecke,21:56,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,2,ICE
29023, ,,ICE655,Hannover Hbf 21:31-Berlin-Spandau 22:54-Berlin Hbf (tief) 23:06-Berlin Gesundbrunnen 23:18,8000152.0,dep,Berlin Gesundbrunnen,9,21:31,20.06.19,Hannover%238000152,0,ICE
29222, Grund: Technische Störung an der Strecke,22:01,ICE582,Hannover Hbf 21:59-Celle 22:18-Uelzen 22:40-Lüneburg 22:57-Hamburg-Harburg 23:16-Hamburg Hbf 23:31-Hamburg Dammtor 23:36-Hamburg-Altona 23:45,8000152.0,dep,Hamburg-Altona,8,21:59,20.06.19,Hannover%238000152,2,ICE
29361, ,21:54,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,0,ICE
29935, Sonderfahrt@@Grund: Technische Störung an der Strecke,21:57,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,62,ICE
29971, Sonderfahrt@@Grund: Technische Störung an der Strecke,22:00,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,62,ICE
30006, Sonderfahrt@@Grund: Technische Störung an der Strecke@@Gleiswechsel,21:58,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,7,20:55,20.06.19,Hannover%238000152,63,ICE
30042, Sonderfahrt@@Grund: Technische Störung an der Strecke@@Gleiswechsel,22:01,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,7,20:58,20.06.19,Hannover%238000152,63,ICE
30107, Grund: Bauarbeiten,21:59,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,5,ICE
30146, Grund: Bauarbeiten,22:03,ICE582,Hannover Hbf 21:59-Celle 22:18-Uelzen 22:40-Lüneburg 22:57-Hamburg-Harburg 23:16-Hamburg Hbf 23:31-Hamburg Dammtor 23:36-Hamburg-Altona 23:45,8000152.0,dep,Hamburg-Altona,8,21:59,20.06.19,Hannover%238000152,4,ICE
30178, Grund: Bauarbeiten,22:00,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,6,ICE
30184, Sonderfahrt@@Grund: Technische Störung an der Strecke@@Gleiswechsel,21:59,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,7,20:55,20.06.19,Hannover%238000152,64,ICE
30214, Grund: Bauarbeiten,22:01,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,7,ICE
30220, Sonderfahrt@@Grund: Technische Störung an der Strecke@@Gleiswechsel,22:02,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,7,20:58,20.06.19,Hannover%238000152,64,ICE
30253, Grund: Bauarbeiten,22:05,ICE582,Hannover Hbf 21:59-Celle 22:18-Uelzen 22:40-Lüneburg 22:57-Hamburg-Harburg 23:16-Hamburg Hbf 23:31-Hamburg Dammtor 23:36-Hamburg-Altona 23:45,8000152.0,dep,Hamburg-Altona,8,21:59,20.06.19,Hannover%238000152,6,ICE
30397, Sonderfahrt,,ICE 2834,Passau Hbf 15:37-Plattling 16:04-Regensburg Hbf 16:35-Nürnberg Hbf 17:32-Würzburg Hbf 18:26-Fulda 19:04-Kassel-Wilhelmshöhe 19:39-Hannover Hbf 20:55,8000152.0,arr,Passau Hbf,8,20:55,20.06.19,Hannover%238000152,0,ICE
30427, Grund: Bauarbeiten,22:02,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,8,ICE
30466, Grund: Bauarbeiten,22:06,ICE582,Hannover Hbf 21:59-Celle 22:18-Uelzen 22:40-Lüneburg 22:57-Hamburg-Harburg 23:16-Hamburg Hbf 23:31-Hamburg Dammtor 23:36-Hamburg-Altona 23:45,8000152.0,dep,Hamburg-Altona,8,21:59,20.06.19,Hannover%238000152,7,ICE
30640, ,,ICE582,München Hbf 17:19-Ingolstadt Hbf 17:57-Nürnberg Hbf 18:33-Würzburg Hbf 19:28-Fulda 20:04-Kassel-Wilhelmshöhe 20:36-Göttingen 20:56-Hannover Hbf 21:54,8000152.0,arr,München Hbf,8,21:54,20.06.19,Hannover%238000152,0,ICE
30718, Sonderfahrt,,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor 22:35-Hamburg-Altona 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,0,ICE
30896, ,,ICE582,Hannover Hbf 21:59-Celle 22:18-Uelzen 22:40-Lüneburg 22:57-Hamburg-Harburg 23:16-Hamburg Hbf 23:31-Hamburg Dammtor 23:36-Hamburg-Altona 23:45,8000152.0,dep,Hamburg-Altona,8,21:59,20.06.19,Hannover%238000152,0,ICE
31258, Sonderfahrt,,ICE 2834,Hannover Hbf 20:58-Celle 21:17-Uelzen 21:40-Lüneburg 21:56-Hamburg-Harburg 22:15-Hamburg Hbf 22:28-Hamburg Dammtor (Halt entfällt) 22:35-Hamburg-Altona (Halt entfällt) 22:45,8000152.0,dep,Hamburg-Altona,8,20:58,20.06.19,Hannover%238000152,0,ICE
31439, ,,ICE887,Hannover Hbf 21:01-Göttingen 22:00-Kassel-Wilhelmshöhe 22:21-Fulda 22:54-Frankfurt(Main)Hbf 23:52-Frankfurt(M) Flughafen Fernbf 00:24-Mainz Hbf 00:44-Wiesbaden Hbf 00:58,8000152.0,dep,Wiesbaden Hbf,4,21:01,20.06.19,Hannover%238000152,0,ICE
31668, ,,ICE947,Köln Hbf 19:27-Düsseldorf Hbf 19:51-Düsseldorf Flughafen 19:59-Duisburg Hbf 20:09-Essen Hbf 20:23-Bochum Hbf 20:35-Dortmund Hbf 20:48-Bielefeld Hbf 21:34-Hannover Hbf 22:28,8000152.0,arr,Köln Hbf,9,22:28,20.06.19,Hannover%238000152,0,ICE
31761, ,,ICE947,Hannover Hbf 22:31-Wolfsburg Hbf 23:03-Stendal 23:32-Berlin-Spandau 00:09-Berlin Hbf (tief) 00:20-Berlin Gesundbrunnen 00:45,8000152.0,dep,Berlin Gesundbrunnen,9,22:31,20.06.19,Hannover%238000152,0,ICE
33350, Ersatzfahrt für ICE  782,,ICE 2912,München Hbf 18:19-Ingolstadt Hbf 19:00-Nürnberg Hbf 19:33-Würzburg Hbf 20:28-Fulda 21:11-Kassel-Wilhelmshöhe 21:44-Göttingen 22:04-Hannover Hbf 23:04,8000152.0,arr,München Hbf,8,23:04,20.06.19,Hannover%238000152,0,ICE
33358, ,,ICE840,Berlin Gesundbrunnen 21:06-Berlin Hbf (tief) 21:22-Berlin-Spandau 21:35-Stendal 22:17-Wolfsburg Hbf 22:49-Hannover Hbf 23:22,8000152.0,arr,Berlin Gesundbrunnen,12,23:22,20.06.19,Hannover%238000152,0,ICE
33640, Ersatzfahrt für ICE  782,,ICE 2912,Hannover Hbf 23:08-Celle 23:26-Uelzen 23:50-Lüneburg 00:08-Hamburg-Harburg 00:27-Hamburg Hbf 00:39,8000152.0,dep,Hamburg Hbf,8,23:08,20.06.19,Hannover%238000152,0,ICE
