,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
10033, ,,ICE925,Hamburg-Altona 09:30-Hamburg Dammtor 09:38-Hamburg Hbf 09:46-Hamburg-Harburg 09:57-Bremen Hbf 10:44-Osnabrück Hbf 11:37-Münster(Westf)Hbf 12:02-Hamm(Westf) 12:22-Hagen Hbf 12:57-Wuppertal Hbf 13:14-Solingen Hbf 13:28-Köln Hbf 13:53-Bonn Hbf 14:14-Koblenz Hbf 14:48-Mainz Hbf 15:39,8000240,arr,Hamburg-Altona,4a/b,15:39,20.06.19,Mainz%238000240,0,ICE
10178, ,,ICE925,Mainz Hbf 15:42-Frankfurt(M) Flughafen Fernbf 15:59-Frankfurt(Main)Hbf 16:13,8000240,dep,Frankfurt(Main)Hbf,4a/b,15:42,20.06.19,Mainz%238000240,0,ICE
11630, ,,ICE 1655,Wiesbaden Hbf 16:26-Mainz Hbf 16:36,8000240,arr,Wiesbaden Hbf,4a/b,16:36,20.06.19,Mainz%238000240,0,ICE
11655, ,,ICE 1655,Mainz Hbf 16:43-Frankfurt(Main)Hbf 17:09-Fulda 18:14-Bad Hersfeld 18:39-Eisenach 19:07-Gotha 19:21-Erfurt Hbf 19:38-Leipzig Hbf 20:24-Riesa 21:01-Dresden-Neustadt 21:31-Dresden Hbf 21:38,8000240,dep,Dresden Hbf,4a/b,16:43,20.06.19,Mainz%238000240,0,ICE
12017, ,16:36,ICE 1655,Wiesbaden Hbf 16:26-Mainz Hbf 16:36,8000240,arr,Wiesbaden Hbf,4a/b,16:36,20.06.19,Mainz%238000240,0,ICE
12042, ,16:43,ICE 1655,Mainz Hbf 16:43-Frankfurt(Main)Hbf 17:09-Fulda 18:14-Bad Hersfeld 18:39-Eisenach 19:07-Gotha 19:21-Erfurt Hbf 19:38-Leipzig Hbf 20:24-Riesa 21:01-Dresden-Neustadt 21:31-Dresden Hbf 21:38,8000240,dep,Dresden Hbf,4a/b,16:43,20.06.19,Mainz%238000240,0,ICE
14205, ,17:28,ICE 1558,Dresden Hbf 12:10-Dresden-Neustadt 12:16-Riesa 12:48-Leipzig Hbf 13:33-Erfurt Hbf 14:17-Gotha 14:33-Eisenach 14:48-Bad Hersfeld 15:16-Fulda 15:43-Frankfurt(Main)Hbf 16:42-Frankfurt(M) Flughafen Fernbf 16:58-Mainz Hbf 17:15,8000240,arr,Dresden Hbf,2a/b,17:15,20.06.19,Mainz%238000240,13,ICE
14230, ,17:30,ICE 1558,Mainz Hbf 17:22-Wiesbaden Hbf 17:33,8000240,dep,Wiesbaden Hbf,2a/b,17:22,20.06.19,Mainz%238000240,8,ICE
14557, ,,ICE 1558,Dresden Hbf 12:10-Dresden-Neustadt 12:16-Riesa 12:48-Leipzig Hbf 13:33-Erfurt Hbf 14:17-Gotha 14:33-Eisenach 14:48-Bad Hersfeld 15:16-Fulda 15:43-Frankfurt(Main)Hbf 16:42-Frankfurt(M) Flughafen Fernbf 16:58-Mainz Hbf 17:15,8000240,arr,Dresden Hbf,2a/b,17:15,20.06.19,Mainz%238000240,0,ICE
14670, ,,ICE 1558,Mainz Hbf 17:22-Wiesbaden Hbf 17:33,8000240,dep,Wiesbaden Hbf,2a/b,17:22,20.06.19,Mainz%238000240,0,ICE
