,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type
9, ,,ICE593,Berlin Gesundbrunnen 05:19-Berlin Hbf (tief) 05:28-Berlin Südkreuz 05:35-Lutherstadt Wittenberg Hbf 06:11-Leipzig Hbf 06:48-Erfurt Hbf 07:30-Eisenach 07:56-Fulda 08:50-Frankfurt(Main)Hbf 09:50-Mannheim Hbf 10:30-Stuttgart Hbf 11:08,8098096.0,arr,Berlin Gesundbrunnen,16Stuttgart Hbf,11:08,20.06.19,Stuttgart%238098096,0,ICE
18, ,11:22,ICE 1011,Münster(Westf)Hbf 07:27-Recklinghausen Hbf 07:58-Wanne-Eickel Hbf 08:06-Gelsenkirchen Hbf 08:12-Essen Hbf 08:23-Duisburg Hbf 08:38-Düsseldorf Hbf 08:52-Köln Messe/Deutz Gl.11-12 09:17-Frankfurt(M) Flughafen Fernbf 10:09-Mannheim Hbf 10:41-Stuttgart Hbf 11:22,8098096.0,arr,Münster(Westf)Hbf,10Stuttgart Hbf,11:22,20.06.19,Stuttgart%238098096,0,ICE
37, ,11:45,ICE610,München Hbf 09:28-München-Pasing 09:36-Augsburg Hbf 10:03-Ulm Hbf 10:48-Stuttgart Hbf 11:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,11:45,20.06.19,Stuttgart%238098096,0,ICE
51, Grund: Verzögerungen im Betriebsablauf,11:39,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05Karlsruhe Hbf - Paris Est: Störung. Weitere Informationen,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,45,ICE
62, ,11:14,ICE593,Stuttgart Hbf 11:14-Ulm Hbf 12:10-Augsburg Hbf 12:53-München-Pasing 13:18-München Hbf 13:27,8098096.0,dep,München Hbf,16Stuttgart Hbf,11:14,20.06.19,Stuttgart%238098096,0,ICE
89, Grund: Behobene technische Störung am Zug,11:53,ICE610,Stuttgart Hbf 11:51-Mannheim Hbf 12:28-Frankfurt(M) Flughafen Fernbf 13:06-Köln Hbf 14:05-Düsseldorf Hbf 14:31-Duisburg Hbf 14:45-Essen Hbf 14:57-Bochum Hbf 15:08-Dortmund Hbf 15:21,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,11:51,20.06.19,Stuttgart%238098096,2,ICE
210, ,,ICE 1011,Münster(Westf)Hbf 07:27-Recklinghausen Hbf 07:58-Wanne-Eickel Hbf 08:06-Gelsenkirchen Hbf 08:12-Essen Hbf 08:23-Duisburg Hbf 08:38-Düsseldorf Hbf 08:52-Köln Messe/Deutz Gl.11-12 09:17-Frankfurt(M) Flughafen Fernbf 10:09-Mannheim Hbf 10:41-Stuttgart Hbf 11:22,8098096.0,arr,Münster(Westf)Hbf,10Stuttgart Hbf,11:22,20.06.19,Stuttgart%238098096,0,ICE
243, Grund: Verzögerungen im Betriebsablauf,11:39,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05Stuttgart Hbf: Information. Karlsruhe Hbf - Paris Est: Störung. Weitere Informationen,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,45,ICE
254, ,,ICE593,Stuttgart Hbf 11:14-Ulm Hbf 12:10-Augsburg Hbf 12:53-München-Pasing 13:18-München Hbf 13:27,8098096.0,dep,München Hbf,16Stuttgart Hbf,11:14,20.06.19,Stuttgart%238098096,0,ICE
813, Grund: Verzögerungen im Betriebsablauf,11:39,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05Stuttgart Hbf: Information. Strasbourg - Paris Est: Störung. Weitere Informationen,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,45,ICE
995, ,11:51,ICE610,Stuttgart Hbf 11:51-Mannheim Hbf 12:28-Frankfurt(M) Flughafen Fernbf 13:06-Köln Hbf 14:05-Düsseldorf Hbf 14:31-Duisburg Hbf 14:45-Essen Hbf 14:57-Bochum Hbf 15:08-Dortmund Hbf 15:21,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,11:51,20.06.19,Stuttgart%238098096,0,ICE
1150, ,,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05Strasbourg - Paris Est: Störung. Weitere Informationen,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,0,ICE
1378, ,,ICE610,München Hbf 09:28-München-Pasing 09:36-Augsburg Hbf 10:03-Ulm Hbf 10:48-Stuttgart Hbf 11:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,11:45,20.06.19,Stuttgart%238098096,0,ICE
1392, Grund: Verzögerungen im Betriebsablauf,11:54,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05Stuttgart Hbf: Information. Strasbourg - Paris Est: Störung. Weitere Informationen,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,60,ICE
1764, ,,ICE610,Stuttgart Hbf 11:51-Mannheim Hbf 12:28-Frankfurt(M) Flughafen Fernbf 13:06-Köln Hbf 14:05-Düsseldorf Hbf 14:31-Duisburg Hbf 14:45-Essen Hbf 14:57-Bochum Hbf 15:08-Dortmund Hbf 15:21,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,11:51,20.06.19,Stuttgart%238098096,0,ICE
2507, Grund: Verzögerungen im Betriebsablauf,12:09,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05Stuttgart Hbf: Information. Weitere Informationen,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,75,ICE
2746, ,,ICE 9574,Stuttgart Hbf 10:54-Karlsruhe Hbf 11:30-Strasbourg 12:13-Paris Est 14:05,8098096.0,dep,Paris Est,6Stuttgart Hbf,10:54,20.06.19,Stuttgart%238098096,0,ICE
2944, ,,ICE 1113,Hamburg-Altona 05:20-Hamburg Dammtor 05:31-Hamburg Hbf 05:46-Hamburg-Harburg 05:57-Bremen Hbf 06:44-Osnabrück Hbf 07:37-Münster(Westf)Hbf 08:02-Dortmund Hbf 08:39-Essen Hbf 09:00-Duisburg Hbf 09:13-Düsseldorf Hbf 09:27-Köln Messe/Deutz Gl.11-12 09:49-Siegburg/Bonn 10:02-Frankfurt(M) Flughafen Fernbf 10:52-Mannheim Hbf 11:31-Stuttgart Hbf 12:08,8098096.0,arr,Hamburg-Altona,15Stuttgart Hbf,12:08,20.06.19,Stuttgart%238098096,0,ICE
2967, ,12:45,ICE598,München Hbf 10:28-München-Pasing 10:37-Augsburg Hbf 11:03-Ulm Hbf 11:49-Stuttgart Hbf 12:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,12:45,20.06.19,Stuttgart%238098096,0,ICE
3035, ,12:14,ICE 1113,Stuttgart Hbf 12:14-Ulm Hbf 13:10-Augsburg Hbf 13:53-München-Pasing 14:18-München Hbf 14:27,8098096.0,dep,München Hbf,15Stuttgart Hbf,12:14,20.06.19,Stuttgart%238098096,0,ICE
3056, ,,ICE 1014,Stuttgart Hbf 12:37-Mannheim Hbf 13:19-Frankfurt(M) Flughafen Fernbf 13:53-Köln Messe/Deutz Gl.11-12 14:41-Düsseldorf Hbf 15:15-Duisburg Hbf 15:31-Essen Hbf 15:44-Dortmund Hbf 16:07,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,12:37,20.06.19,Stuttgart%238098096,0,ICE
3066, ,12:51,ICE598,Stuttgart Hbf 12:51-Mannheim Hbf 13:29-Frankfurt(Main)Hbf 14:08-Fulda 15:07-Eisenach 16:00-Erfurt Hbf 16:26-Leipzig Hbf 17:10-Lutherstadt Wittenberg Hbf 17:46-Berlin Südkreuz 18:22-Berlin Hbf (tief) 18:29-Berlin Gesundbrunnen 18:40,8098096.0,dep,Berlin Gesundbrunnen,10Stuttgart Hbf,12:51,20.06.19,Stuttgart%238098096,0,ICE
3128, ,,ICE 1113,Stuttgart Hbf 12:14-Ulm Hbf 13:10-Augsburg Hbf 13:53-München-Pasing 14:18-München Hbf 14:27,8098096.0,dep,München Hbf,15Stuttgart Hbf,12:14,20.06.19,Stuttgart%238098096,0,ICE
4778, ,,ICE598,München Hbf 10:28-München-Pasing 10:37-Augsburg Hbf 11:03-Ulm Hbf 11:49-Stuttgart Hbf 12:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,12:45,20.06.19,Stuttgart%238098096,0,ICE
5121, ,,ICE 1113,Stuttgart Hbf 12:14-Göppingen12:35-Ulm Hbf 13:10-Augsburg Hbf 13:53-München-Pasing 14:18-München Hbf 14:27,8098096.0,dep,München Hbf,15Stuttgart Hbf,12:14,20.06.19,Stuttgart%238098096,0,ICE
5225, ,,ICE973,Kiel Hbf 05:46-Neumünster 06:04-Hamburg Hbf 07:01-Hamburg-Harburg 07:12-Hannover Hbf 08:24-Göttingen 09:18-Kassel-Wilhelmshöhe 09:39-Frankfurt(Main)Hbf 11:06-Frankfurt(M) Flughafen Fernbf 11:23-Mannheim Hbf 11:56-Stuttgart Hbf 12:35,8098096.0,arr,Kiel Hbf,6Stuttgart Hbf,12:35,20.06.19,Stuttgart%238098096,0,ICE
5772, ,,ICE598,Stuttgart Hbf 12:51-Mannheim Hbf 13:29-Frankfurt(Main)Hbf 14:08-Fulda 15:07-Eisenach 16:00-Erfurt Hbf 16:26-Leipzig Hbf 17:10-Lutherstadt Wittenberg Hbf 17:46-Berlin Südkreuz 18:22-Berlin Hbf (tief) 18:29-Berlin Gesundbrunnen 18:40,8098096.0,dep,Berlin Gesundbrunnen,10Stuttgart Hbf,12:51,20.06.19,Stuttgart%238098096,0,ICE
6101, ,,ICE 1113,Stuttgart Hbf 12:14-Göppingen12:35-Ulm Hbf 13:10-Augsburg Hbf 13:53-München-Pasing 14:18-München Hbf 14:27Augsburg Hbf: Information. Weitere Informationen,8098096.0,dep,München Hbf,15Stuttgart Hbf,12:14,20.06.19,Stuttgart%238098096,0,ICE
6283, ,,ICE595,Berlin Gesundbrunnen 07:20-Berlin Hbf (tief) 07:28-Berlin Südkreuz 07:35-Lutherstadt Wittenberg Hbf 08:11-Leipzig Hbf 08:48-Erfurt Hbf 09:30-Eisenach 09:56-Fulda 10:50-Frankfurt(Main)Hbf 11:50-Mannheim Hbf 12:30-Stuttgart Hbf 13:08,8098096.0,arr,Berlin Gesundbrunnen,15Stuttgart Hbf,13:08,20.06.19,Stuttgart%238098096,0,ICE
6292, ,13:24,ICE 1013,Düsseldorf Hbf 10:52-Köln Messe/Deutz Gl.11-12 11:16-Frankfurt(M) Flughafen Fernbf 12:09-Mannheim Hbf 12:42-Stuttgart Hbf 13:24,8098096.0,arr,Düsseldorf Hbf,12Stuttgart Hbf,13:24,20.06.19,Stuttgart%238098096,0,ICE
6312, ,13:45,ICE518,München Hbf 11:28-München-Pasing 11:36-Augsburg Hbf 12:03-Ulm Hbf 12:49-Stuttgart Hbf 13:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,13:45,20.06.19,Stuttgart%238098096,0,ICE
6398, Gleiswechsel,13:24,ICE 1013,Düsseldorf Hbf 10:52-Köln Messe/Deutz Gl.11-12 11:16-Frankfurt(M) Flughafen Fernbf 12:09-Mannheim Hbf 12:42-Stuttgart Hbf 13:24,8098096.0,arr,Düsseldorf Hbf,7Stuttgart Hbf,13:24,20.06.19,Stuttgart%238098096,0,ICE
6652, ,,ICE595,Stuttgart Hbf 13:14-Ulm Hbf 14:10-Augsburg Hbf 14:53-München-Pasing 15:18-München Hbf 15:28,8098096.0,dep,München Hbf,15Stuttgart Hbf,13:14,20.06.19,Stuttgart%238098096,0,ICE
6677, ,13:51,ICE518,Stuttgart Hbf 13:51-Mannheim Hbf 14:28-Frankfurt(M) Flughafen Fernbf 15:06-Siegburg/Bonn 15:46-Köln Hbf 16:05-Düsseldorf Hbf 16:31-Duisburg Hbf 16:45-Essen Hbf 16:58-Bochum Hbf 17:08-Dortmund Hbf 17:21,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,13:51,20.06.19,Stuttgart%238098096,0,ICE
6853, ,,ICE 1013,Düsseldorf Hbf 10:52-Köln Messe/Deutz Gl.11-12 11:16-Frankfurt(M) Flughafen Fernbf 12:09-Mannheim Hbf 12:42-Stuttgart Hbf 13:24,8098096.0,arr,Düsseldorf Hbf,12Stuttgart Hbf,13:24,20.06.19,Stuttgart%238098096,0,ICE
6925, ,13:47,ICE518,München Hbf 11:28-München-Pasing 11:36-Augsburg Hbf 12:03-Ulm Hbf 12:49-Stuttgart Hbf 13:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,13:45,20.06.19,Stuttgart%238098096,2,ICE
6972, ,13:53,ICE518,Stuttgart Hbf 13:51-Mannheim Hbf 14:28-Frankfurt(M) Flughafen Fernbf 15:06-Siegburg/Bonn 15:46-Köln Hbf 16:05-Düsseldorf Hbf 16:31-Duisburg Hbf 16:45-Essen Hbf 16:58-Bochum Hbf 17:08-Dortmund Hbf 17:21,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,13:51,20.06.19,Stuttgart%238098096,2,ICE
8096, ,,ICE518,München Hbf 11:28-München-Pasing 11:36-Augsburg Hbf 12:03-Ulm Hbf 12:49-Stuttgart Hbf 13:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,13:45,20.06.19,Stuttgart%238098096,0,ICE
8704, ,,ICE518,Stuttgart Hbf 13:51-Mannheim Hbf 14:28-Frankfurt(M) Flughafen Fernbf 15:06-Siegburg/Bonn 15:46-Köln Hbf 16:05-Düsseldorf Hbf 16:31-Duisburg Hbf 16:45-Essen Hbf 16:58-Bochum Hbf 17:08-Dortmund Hbf 17:21,8098096.0,dep,Dortmund Hbf,10Stuttgart Hbf,13:51,20.06.19,Stuttgart%238098096,0,ICE
9507, Grund: Technische Störung an einem anderen Zug,14:19,ICE 9573,Paris Est 10:54-Strasbourg 12:46-Karlsruhe Hbf 13:28-Stuttgart Hbf 14:04,8098096.0,arr,Paris Est,6Stuttgart Hbf,14:04,20.06.19,Stuttgart%238098096,15,ICE
9512, Grund: Technische Störung an einem anderen Zug,14:23,ICE517,Dortmund Hbf 10:35-Bochum Hbf 10:48-Essen Hbf 11:00-Duisburg Hbf 11:13-Düsseldorf Hbf 11:27-Köln Hbf 11:55-Siegburg/Bonn 12:09-Frankfurt(M) Flughafen Fernbf 12:52-Mannheim Hbf 13:31-Stuttgart Hbf 14:08,8098096.0,arr,Dortmund Hbf,15Stuttgart Hbf,14:08,20.06.19,Stuttgart%238098096,15,ICE
9529, Ersatzfahrt für ICE  575@@Grund: Technische Störung am Zug,15:11,ICE 2909,Hamburg-Altona 08:46-Hamburg Dammtor 08:54-Hamburg Hbf 09:01-Hamburg-Harburg 09:13-Hannover Hbf 10:24-Göttingen 11:18-Kassel-Wilhelmshöhe 11:39-Frankfurt(Main)Hbf 13:06-Frankfurt(M) Flughafen Fernbf 13:23-Mannheim Hbf 13:56-Stuttgart Hbf 14:35,8098096.0,arr,Hamburg-Altona,5Stuttgart Hbf,14:35,20.06.19,Stuttgart%238098096,36,ICE
9535, ,14:47,ICE596,München Hbf 12:28-München-Pasing 12:37-Augsburg Hbf 13:02-Ulm Hbf 13:49-Stuttgart Hbf 14:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,14:45,20.06.19,Stuttgart%238098096,2,ICE
9553, Grund: Technische Störung an einem anderen Zug@@Gleiswechsel,14:19,ICE 9573,Paris Est 10:54-Strasbourg 12:46-Karlsruhe Hbf 13:28-Stuttgart Hbf 14:04,8098096.0,arr,Paris Est,9Stuttgart Hbf,14:04,20.06.19,Stuttgart%238098096,15,ICE
9645, ,,ICE 9573,Paris Est 10:54-Strasbourg 12:46-Karlsruhe Hbf 13:28-Stuttgart Hbf 14:04,8098096.0,arr,Paris Est,6Stuttgart Hbf,14:04,20.06.19,Stuttgart%238098096,0,ICE
9834, Grund: Technische Störung an einem anderen Zug,14:30,ICE517,Dortmund Hbf 10:35-Bochum Hbf 10:48-Essen Hbf 11:00-Duisburg Hbf 11:13-Düsseldorf Hbf 11:27-Köln Hbf 11:55-Siegburg/Bonn 12:09-Frankfurt(M) Flughafen Fernbf 12:52-Mannheim Hbf 13:31-Stuttgart Hbf 14:08,8098096.0,arr,Dortmund Hbf,15Stuttgart Hbf,14:08,20.06.19,Stuttgart%238098096,22,ICE
9971, Grund: Technische Störung an einem anderen Zug,14:36,ICE517,Stuttgart Hbf 14:14-Ulm Hbf 15:10-Augsburg Hbf 15:53-München-Pasing 16:18-München Hbf 16:27,8098096.0,dep,München Hbf,15Stuttgart Hbf,14:14,20.06.19,Stuttgart%238098096,22,ICE
